Name,Building Families' Capacity as their Child's Primary Advocate,Building Families' Capacity as their Child's Primary Teacher,Inclusive Leadership,Outreach to Parents,Parent Involvement in School,Parent-Principal Trust,Parent-Teacher Trust,Strong Relationships,Two-Way Communication
QAWT - AFRO-AMERICAN PARENTS EDUCATIONAL CENTER SITE 2,87.0,98.0,99.0,99.0,93.0,99.0,99.0,100.0,96.0
QAWV - THE CHURCH IN THE GARDENS,100.0,100.0,100.0,100.0,98.0,100.0,97.0,100.0,100.0
QAXC - ALL MY CHILDREN DAY CARE (MAYFIELD),82.0,91.0,91.0,95.0,79.0,98.0,97.0,95.0,91.0
QAXK - KIDS CIRCLE DAYCARE,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0
QAXQ - OUR SAVIOUR LUTHERAN,73.0,93.0,94.0,94.0,81.0,97.0,96.0,93.0,93.0
QAYB - CHARLES R DREW ELC 1,98.0,100.0,97.0,98.0,95.0,96.0,99.0,100.0,100.0
"QAYD - SOUTH JAMAICA CENTER FOR CHILDREN AND PARENTS, INC.",88.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0
QAYE - QUICK START DAY CARE CENTER,100.0,100.0,98.0,99.0,95.0,100.0,100.0,100.0,100.0
QAYH - ALL CHILDREN'S CHILD CARE (24TH STREET),75.0,87.0,98.0,98.0,94.0,98.0,100.0,92.0,100.0
QAYJ - ADVENTURELAND CHILD CARE CENTER,76.0,100.0,100.0,100.0,97.0,100.0,98.0,100.0,100.0
QAYN - JACKSON CHILDREN'S SERVICES,95.0,100.0,100.0,100.0,96.0,100.0,98.0,100.0,100.0
QAYP - KID KRAZY AT 21ST AVENUE,55.0,100.0,96.0,98.0,94.0,96.0,100.0,100.0,100.0
QAYT - QUEENSVIEW NURSERY SCHOOL & KINDERGARTEN,78.0,89.0,87.0,93.0,95.0,84.0,93.0,78.0,78.0
QAYW - SAINT FRANCIS OF ASSISI SCHOOL,81.0,94.0,93.0,90.0,95.0,94.0,90.0,97.0,94.0
QAYX - ST. JOSEPH CATHOLIC ACADEMY,84.0,100.0,94.0,96.0,71.0,94.0,92.0,100.0,100.0
QAYZ - ATONEMENT PRESCHOOL,100.0,100.0,94.0,100.0,90.0,100.0,100.0,100.0,100.0
QAZI - SHELDON R. WEAVER CHILD CARE CENTER,100.0,100.0,100.0,100.0,91.0,100.0,100.0,100.0,100.0
QAZV - MACEDONIA CHILD DEVELOPMENT CENTER,100.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,100.0
QAZW - LAGUARDIA COMMUNITY COLLEGE PRESCHOOL,86.0,100.0,100.0,100.0,88.0,100.0,100.0,100.0,100.0
"QBAB - MONA PREP DAY CARE, INC.",92.0,100.0,94.0,98.0,100.0,96.0,100.0,100.0,100.0
QBAJ - COMMUNITY NURSERY SCHOOL COTH,70.0,83.0,87.0,91.0,96.0,96.0,96.0,93.0,96.0
QBBC - CIRCLE ACADEMY,68.0,87.0,99.0,98.0,85.0,100.0,100.0,97.0,88.0
QBBE - OUR KIDS PLACE COUNTRY DAY,83.0,100.0,100.0,100.0,96.0,100.0,100.0,100.0,100.0
QBBF - DIVINE WISDOM CATHOLIC ACADEMY DOUGLASTON,84.0,98.0,96.0,98.0,98.0,100.0,99.0,96.0,96.0
"QBBL - ABC KIDDIELAND, INC.",80.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0
QBBP - The Laugh and Learn Place,63.0,82.0,100.0,100.0,97.0,100.0,100.0,75.0,88.0
QBBQ - ST. MICHAEL'S/MOST HOLY REDEEMER CATHOLIC ACADEMY,56.0,78.0,100.0,93.0,95.0,100.0,100.0,89.0,89.0
"QBBU - NURTURING CENTER, INC.",77.0,98.0,100.0,100.0,92.0,100.0,100.0,100.0,96.0
QBCC - ROCHDALE VILLAGE NURSERY I,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
QBCD - My Little Footprints,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0
QBCQ - HAUP UPK PROGRAM,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"QBCS - FUNDAY DAYCARE CENTER, INC.",85.0,91.0,98.0,96.0,90.0,96.0,97.0,93.0,95.0
QBCT - KIDDIE ACADEMY OF WHITESTONE,100.0,100.0,100.0,98.0,97.0,100.0,96.0,100.0,100.0
"QBDB - QUEENS POINTE TALENT, INC.",64.0,100.0,94.0,100.0,93.0,100.0,100.0,100.0,100.0
QBDC - SCO CORONA EARLY CHILDHOOD EDUCATION CENTER,88.0,94.0,89.0,90.0,80.0,95.0,93.0,100.0,100.0
QBDD - HELLENIC ORTHODOX COMMUNITY OF ASTORIA ST. DEMETRIOS,67.0,89.0,83.0,98.0,92.0,87.0,95.0,88.0,94.0
"QBDS - CLAIRE HEUREUSE COMMUNITY CENTER, INC",93.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
QBEC - Emilia's Kids,100.0,100.0,100.0,100.0,92.0,96.0,100.0,83.0,100.0
QBEG - MAGIC YEARS PRESCHOOL AND NURSERY,92.0,100.0,97.0,100.0,80.0,97.0,100.0,100.0,100.0
QBEJ - Queens Herald Community Corp.,100.0,100.0,93.0,97.0,90.0,100.0,100.0,100.0,100.0
QBEK - YMCA OF GREATER NY- RIDGEWOOD Y,67.0,93.0,98.0,99.0,95.0,100.0,98.0,100.0,100.0
QBEQ - APPLE TREE DAY CARE CENTER,78.0,94.0,100.0,100.0,91.0,100.0,100.0,100.0,100.0
"QBEX - TOWERS PLAY-N-LEARN, INC.",92.0,92.0,90.0,92.0,96.0,90.0,89.0,92.0,92.0
QBFB - PRESCHOOL R' US 3,83.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0
QBFL - BOYS & GIRLS CLUB OF METRO QUEENS,85.0,93.0,100.0,100.0,88.0,100.0,100.0,100.0,100.0
QBFO - PARSONS PRESCHOOL,71.0,100.0,91.0,100.0,97.0,100.0,100.0,100.0,86.0
QBGB - Chichi'S Daycare,33.0,92.0,88.0,100.0,71.0,100.0,100.0,100.0,83.0
QBGD - AFRO-AMERICAN #4,100.0,100.0,88.0,88.0,94.0,88.0,88.0,100.0,100.0
"QBGF - AIM HIGH LEADERSHIP CENTER FOUR, INC.",100.0,100.0,100.0,99.0,100.0,99.0,99.0,100.0,100.0
QBGI - TINY FOOTSTEPS,90.0,100.0,100.0,100.0,97.0,100.0,97.0,100.0,100.0
QBGK - KON GEN INTERNATIONAL PRESCHOOL,88.0,88.0,97.0,96.0,90.0,99.0,97.0,96.0,92.0
"QBGL - STAR PARADISE, INC.",88.0,100.0,88.0,100.0,100.0,100.0,100.0,100.0,100.0
QBGP - MOVING UP CHILDREN CENTER,79.0,100.0,94.0,94.0,100.0,94.0,93.0,100.0,100.0
QBGS - IVY LEAGUE EARLY LEARNING ACADEMY,95.0,100.0,93.0,97.0,93.0,96.0,96.0,100.0,100.0
QBGV - APPLE TREE DAY CARE CENTER (197TH STREET),90.0,100.0,100.0,100.0,84.0,100.0,100.0,100.0,100.0
QBGX - Gifted Kiddies Inc,100.0,100.0,100.0,100.0,63.0,100.0,100.0,100.0,100.0
QBGY - LITTLE HEARTS AND STEPS DAYCARE,100.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,100.0
QBGZ - LITTLE LEADERS LIVE,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
QBHB - RAINBOW CHILD DEV CENTER II,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
QBHM - IMMANUEL GENIUS,83.0,100.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0
QBHO - HOLY MOUNTAIN,89.0,89.0,91.0,98.0,92.0,100.0,96.0,100.0,89.0
QBHQ - SHOLOM SHOLOM INC.,100.0,100.0,97.0,96.0,90.0,98.0,96.0,100.0,100.0
QBHX - ADVENTURELAND CHILD CARE,89.0,89.0,80.0,89.0,87.0,91.0,90.0,90.0,89.0
QBIE - CPC CORONA QUEENS UPK,87.0,89.0,98.0,100.0,91.0,99.0,100.0,96.0,91.0
QBIG - KIDDIE ACADEMY OF FLUSHING,67.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
QBII - ACADEMY OF EXCELLENCE BELL PARK 7,93.0,99.0,97.0,98.0,88.0,98.0,98.0,100.0,100.0
QBIS - BABY STEPS DAYCARE CENTER II,88.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0
QBIZ - PRESCHOOL R US II,93.0,96.0,100.0,100.0,88.0,100.0,100.0,100.0,100.0
QBJH - BETHEL MISSION STATION CHURCH / BETHEL MISSION LOVING DAY CARE CENTER,71.0,93.0,97.0,99.0,93.0,97.0,100.0,100.0,95.0
QBJN - Al-Mamoor School,75.0,100.0,98.0,100.0,90.0,100.0,97.0,100.0,100.0
QBJO - Al Madinah School,88.0,100.0,100.0,100.0,91.0,100.0,100.0,100.0,100.0
QBJQ - GARDEN SCHOOL,76.0,95.0,97.0,96.0,89.0,99.0,98.0,94.0,96.0
QBJR - GRACE DAY CARE CENTER,80.0,96.0,100.0,98.0,84.0,100.0,100.0,96.0,100.0
QBKE - SHOLOM SHOLOM INC.,81.0,97.0,92.0,98.0,79.0,96.0,98.0,100.0,96.0
QBLI - I BEAR DAYCARE CENTER,92.0,100.0,96.0,96.0,95.0,93.0,100.0,92.0,100.0
QBLR - Play And Learn Day Care Center,100.0,100.0,95.0,100.0,90.0,100.0,100.0,100.0,100.0
QBLV - RAINBOW - LITTLE NECK,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0
QBMF - THE LITTLE LEARNING CENTER,91.0,95.0,95.0,94.0,94.0,96.0,96.0,100.0,100.0
QBMK - IVY DAY SCHOOL,59.0,99.0,94.0,98.0,95.0,100.0,97.0,97.0,97.0
QBMR - ROCHDALE VILLAGE PRE-SCHOOL II,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
QBNM - TALENTED LITTLE CHILDREN III,88.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,100.0
QBNP - Corona Friends,85.0,100.0,95.0,95.0,87.0,95.0,96.0,100.0,95.0
QBNS - GRYC LITTLE STARS AT FAIRVIEW,87.0,98.0,97.0,100.0,67.0,100.0,100.0,100.0,96.0
"QBNV - INDEPENDENT KIDZ DAYCARE, INC.",75.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,88.0
QBNY - DIVINE MERCY CATHOLIC ACADEMY,88.0,100.0,100.0,99.0,94.0,100.0,100.0,100.0,100.0
QBOA - AIM HIGH LEADERSHIP ACADEMY CENTER TOO,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
QBOB - Aleph Bet Toddler Care Inc,86.0,100.0,85.0,94.0,86.0,97.0,100.0,100.0,100.0
QBOG - AIM HIGH LEADERSHIP ACADEMY,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
QBOW - KUEI LUCK EARLY CHILDHOOD CENTER,93.0,100.0,95.0,96.0,90.0,93.0,98.0,100.0,93.0
QBOX - Bright Start Child Learning Center,89.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0
QBOY - KIDZ VILLAGE PRESCHOOL,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
QBPN - THE LITTLE LEARNING CENTER,95.0,100.0,100.0,98.0,96.0,100.0,99.0,100.0,100.0
QBPU - BUNNYHILL LIC,80.0,87.0,94.0,90.0,93.0,91.0,92.0,93.0,87.0
QBTV - SUSAN DAY CARE FOR LITTLE ANGELS INC.,78.0,100.0,100.0,100.0,97.0,97.0,100.0,100.0,100.0
QCAD - ROCHDALE VILLAGE KDG III,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
RAAA - ACADEMY OF SAINT DOROTHY,80.0,100.0,100.0,100.0,96.0,100.0,100.0,100.0,100.0
RAAN - GATEWAY ACADEMY UPK,74.0,93.0,91.0,94.0,89.0,93.0,95.0,95.0,93.0
RABD - OUR LADY QUEEN OF PEACE SCHOOL,95.0,98.0,94.0,98.0,94.0,97.0,96.0,95.0,97.0
RABJ - SACRED HEART SCHOOL,59.0,94.0,94.0,96.0,91.0,96.0,98.0,98.0,97.0
RABL - ST. ANN SCHOOL,92.0,99.0,99.0,100.0,97.0,100.0,99.0,100.0,97.0
RABM - SAINT CHARLES SCHOOL,84.0,97.0,98.0,95.0,92.0,97.0,96.0,98.0,96.0
RABN - SAINT CHRISTOPHER SCHOOL,88.0,94.0,93.0,96.0,94.0,95.0,96.0,94.0,100.0
RABZ - ST. PATRICK'S,57.0,93.0,86.0,94.0,43.0,100.0,90.0,100.0,86.0
RACH - ST. TERESA OF THE INFANT JESUS,82.0,99.0,97.0,100.0,91.0,98.0,99.0,94.0,100.0
RACX - JEWISH COMMUNITY CENTER OF STATEN ISLAND,71.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0
RADK - BUMBLE BEES R US,89.0,89.0,89.0,100.0,86.0,100.0,100.0,89.0,89.0
RADN - FOCH,75.0,100.0,84.0,83.0,85.0,75.0,84.0,100.0,100.0
RADP - CASTLETON HILL MORAVIAN PRESCHOOL,52.0,97.0,77.0,94.0,95.0,80.0,95.0,100.0,91.0
RADW - STATEN ISLAND PRESCHOOL,100.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0
"RAEL - SMILES AROUND US II, INC.",100.0,100.0,100.0,100.0,96.0,100.0,100.0,100.0,98.0
RAEP - LITTLE SMARTIES PRESCHOOL,79.0,95.0,96.0,97.0,87.0,97.0,99.0,99.0,91.0
RAEQ - UNIKIDS,91.0,93.0,99.0,96.0,92.0,100.0,98.0,100.0,95.0
RAER - JCC EARLY CHILDHOOD - RICHMOND AVE.,77.0,97.0,100.0,97.0,95.0,99.0,97.0,100.0,97.0
RAEU - WE R EXPLORERS PRESCHOOL,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RAEW - 4 ANGELS DAY CARE, INC.",82.0,97.0,97.0,99.0,90.0,99.0,100.0,100.0,100.0
RAEX - HOLY ROSARY SCHOOL,84.0,97.0,96.0,93.0,89.0,98.0,97.0,98.0,100.0
RAFF - BIG BIRDS PLAYHOUSE CORP.,88.0,98.0,100.0,96.0,89.0,96.0,96.0,96.0,96.0
RAFG - FRIENDS PRESCHOOL,82.0,100.0,100.0,98.0,77.0,98.0,100.0,100.0,100.0
RAFO - JEWISH COMMUNITY CENTER OF STATEN ISLAND,89.0,95.0,98.0,98.0,95.0,99.0,100.0,98.0,98.0
RAFP - JEWISH COMMUNITY CENTER OF STATEN ISLAND,100.0,100.0,100.0,98.0,95.0,100.0,100.0,100.0,100.0
RAFU - STEPPING STONES PRESCHOOL,79.0,100.0,95.0,97.0,98.0,97.0,97.0,100.0,95.0
RAFV - SMALL WORLD PRESCHOOL,74.0,83.0,100.0,98.0,80.0,99.0,99.0,100.0,87.0
RAFW - SOUTH SHORE TODDLER ACADEMY,100.0,100.0,100.0,100.0,93.0,100.0,100.0,100.0,100.0
RAFZ - THE COLLEGE OF STATEN ISLAND - THE CHILDREN'S CENTER,70.0,100.0,100.0,100.0,77.0,100.0,100.0,100.0,100.0
RAGA - Wonder Years Preschool,89.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0
RAGC - YELED V'YALDA SILVER LAKE I HEAD START,100.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0
RAGD - YELED V'YALDA / SILVER LAKE HEAD START II,84.0,99.0,98.0,98.0,93.0,99.0,98.0,100.0,98.0
RAGF - SI YMCA NURSERY - NORTH,90.0,99.0,98.0,100.0,98.0,98.0,98.0,100.0,100.0
RAGH - Richmond Hill Children'S Center,65.0,95.0,99.0,98.0,85.0,100.0,100.0,100.0,100.0
"RAGO - THE WONDER YEARS PRESCHOOL, INC.",83.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
RAGR - RABBI JACOB JOSEPH SCHOOL,95.0,96.0,100.0,97.0,98.0,100.0,99.0,100.0,100.0
"RAGT - NEW U"" TOTS 3-K""""""",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
RAGU - 80 Woodrow Road,88.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0
RAGW - ALWAYZ123 EARLY LEARNING CENTER,88.0,100.0,85.0,91.0,91.0,91.0,92.0,100.0,100.0
"RAGY - MOST TERRIFIC CHILD, INC",86.0,98.0,99.0,99.0,84.0,98.0,98.0,100.0,100.0
RAGZ - ONE OF A KIND CHILD CARE LLC,92.0,100.0,100.0,100.0,91.0,100.0,100.0,100.0,100.0
"RAHB - SCORPIO 11,CORP.",100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0
RAHD - J & J ACADEMY,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0
"RAHZ - HYLAN DAY CARE, INC.",82.0,93.0,94.0,97.0,97.0,99.0,97.0,97.0,92.0
RAIJ - HUGS & KIDDIES,65.0,85.0,100.0,96.0,90.0,100.0,99.0,96.0,83.0
RAIQ - CREATING LEARNING CLUBHOUSE INC.,89.0,100.0,93.0,98.0,61.0,100.0,100.0,100.0,100.0
RAIX - BLESSED SACRAMENT EARLY CHILDHOOD ACADEMY,84.0,99.0,99.0,99.0,96.0,100.0,99.0,100.0,95.0
RAJX - 4 ANGELS DAY CARE INC.,71.0,100.0,100.0,100.0,88.0,97.0,100.0,100.0,100.0
XAAH - AMALGAMATED NURSERY SCHOOL,81.0,94.0,93.0,91.0,95.0,94.0,93.0,97.0,94.0
XAAX - CHRIST THE KING SCHOOL,88.0,98.0,95.0,98.0,96.0,98.0,99.0,98.0,98.0
XABI - THE GREEK AMERICAN INSTITUTE OF NEW YORK INC,93.0,93.0,97.0,97.0,95.0,98.0,100.0,100.0,93.0
XABK - HOLY CROSS SCHOOL,81.0,96.0,93.0,92.0,74.0,91.0,91.0,97.0,97.0
XABL - HOLY FAMILY SCHOOL,70.0,90.0,95.0,96.0,84.0,95.0,98.0,96.0,92.0
XABM - HOLY ROSARY SCHOOL,57.0,94.0,98.0,95.0,78.0,99.0,97.0,97.0,93.0
XABT - IMMACULATE CONCEPTION SCHOOL,86.0,98.0,98.0,100.0,94.0,100.0,98.0,100.0,95.0
XACF - NEW COVENANT CHRISTIAN SCHOOL,91.0,100.0,100.0,95.0,98.0,100.0,94.0,100.0,100.0
XACK - OUR LADY OF GRACE SCHOOL,60.0,88.0,94.0,94.0,87.0,96.0,95.0,94.0,92.0
XACM - OUR LADY OF MOUNT CARMEL,88.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0
XACX - ST. ANGELA MERICI SCHOOL,94.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,100.0
XADH - SAINT BRENDAN SCHOOL,67.0,100.0,86.0,86.0,87.0,91.0,94.0,100.0,100.0
XADJ - SAINT CLARE OF ASSISI SCHOOL,46.0,100.0,89.0,96.0,89.0,95.0,95.0,100.0,100.0
XADL - ST. FRANCIS DE CHANTAL SCHOOL,80.0,100.0,90.0,99.0,97.0,98.0,97.0,100.0,100.0
XADO - SAINT FRANCIS XAVIER SCHOOL,93.0,94.0,99.0,93.0,92.0,93.0,96.0,100.0,97.0
XADQ - ST. HELENA SCHOOL,73.0,100.0,96.0,98.0,70.0,98.0,99.0,100.0,98.0
XADT - SAINT JOHN CHRYSOSTOM SCHOOL,83.0,92.0,97.0,97.0,100.0,100.0,100.0,83.0,100.0
XADY - SAINT LUCY SCHOOL,89.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
XAEB - SAINT MARGARET OF CORTONA,72.0,100.0,100.0,99.0,97.0,97.0,98.0,100.0,100.0
XAEH - ST. PHILIP NERI SCHOOL,88.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0
XAEL - ST. RAYMOND ELEMENTARY,72.0,95.0,96.0,98.0,90.0,93.0,98.0,97.0,92.0
XAEO - SAINT THERESA,78.0,93.0,100.0,99.0,85.0,100.0,98.0,96.0,94.0
"XAFB - VILLA MARIA ACADEMY, INC.",77.0,87.0,96.0,98.0,91.0,98.0,99.0,96.0,93.0
XAFG - LITTLE STARS 3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
XAGC - HIGHBRIDGE ADVISORY COUNCIL EARLY CHILDHOOD CENTER #1,82.0,87.0,98.0,95.0,89.0,96.0,97.0,100.0,100.0
XAGX - LSSMNY: EARLY LIFE CHILDREN'S CENTER 6,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0
XAHA - READY SET LEARN,89.0,96.0,97.0,99.0,83.0,98.0,98.0,100.0,100.0
XAHH - TRABAJAMOS COMMUNITY HEAD START,81.0,92.0,97.0,97.0,96.0,96.0,95.0,97.0,95.0
XAHL - EAST BRONX DAY CARE CENTER,93.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
XAHO - 1332 FULTON AVE DCC,77.0,89.0,92.0,96.0,87.0,97.0,98.0,100.0,92.0
XAHR - Concord Head Start/Early Learn Center,97.0,100.0,99.0,95.0,96.0,99.0,98.0,100.0,100.0
XAIC - LSSMNY: EARLY LIFE CHILDREN'S CENTER 2,67.0,83.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
XAIF - BE ABOVE 52,89.0,98.0,99.0,99.0,96.0,100.0,99.0,98.0,98.0
XAIM - HIGHBRIDGE ADVISORY COUNCIL EARLY CHILDHOOD CENTER #3,100.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0
XAIN - HIGHBRIDGE ADVISORY COUNCIL DCC (NELSON AVENUE),86.0,95.0,100.0,99.0,95.0,99.0,97.0,97.0,95.0
XAIQ - RICHARD H. MANGUM EARLY LEARNING CENTER,71.0,85.0,93.0,87.0,74.0,91.0,88.0,85.0,77.0
"XAJB - CONCOURSE HOUSE, HDFC",100.0,100.0,100.0,100.0,88.0,100.0,100.0,100.0,100.0
XAJJ - SHARON BAPTIST - CENTER II,96.0,96.0,96.0,98.0,98.0,98.0,97.0,96.0,96.0
XAJU - CHILDREN'S AID AT P.S. 211,89.0,100.0,100.0,100.0,96.0,100.0,100.0,100.0,100.0
XAKD - SOUND DALE CENTER FOR ECE,71.0,100.0,93.0,95.0,89.0,97.0,96.0,100.0,100.0
XAKJ - WAKE-EDEN CHRISTIAN ACADEMY,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
XAKR - PROSPECT EARLY CHILDHOOD CENTER,67.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0
XALB - WHEDCO EARLY CHILDHOOD DISCOVERY CENTER,93.0,100.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0
XALE - NP READY SET LEARN,77.0,93.0,95.0,100.0,86.0,99.0,98.0,95.0,95.0
"XALJ - SAINT JEMUEL GROUP FAMILY DAY CARE, INC.",80.0,93.0,100.0,99.0,99.0,96.0,100.0,93.0,93.0
XALZ - MID BRONX SENIOR CITIZEN CENTER,85.0,92.0,98.0,98.0,85.0,98.0,97.0,92.0,100.0
XAMB - TRABAJAMOS COMMUNITY HEAD START,100.0,100.0,97.0,100.0,95.0,90.0,100.0,100.0,100.0
XANI - IVY LEAGUE EARLY LEARNING ACADEMY,50.0,83.0,79.0,86.0,87.0,83.0,83.0,83.0,83.0
XANN - GWENDOLYN BLAND DC,100.0,100.0,100.0,100.0,78.0,100.0,100.0,100.0,100.0
XANU - HELP II,86.0,96.0,94.0,98.0,87.0,96.0,98.0,96.0,96.0
XANV - HIGHBRIDGE ADVISORY COUNCIL DORIS EAST STONE DAY CARE,91.0,95.0,99.0,97.0,77.0,100.0,100.0,95.0,91.0
XANW - HIGHBRIDGE ADVISORY COUNCIL HEAD START,90.0,98.0,95.0,97.0,96.0,96.0,96.0,100.0,98.0
XAOD - BRONXWORKS,94.0,100.0,99.0,98.0,94.0,99.0,98.0,100.0,97.0
XAOL - St. Nicholas Of Tolentine Head Start,94.0,100.0,100.0,100.0,96.0,100.0,100.0,100.0,100.0
XAOM - BELMONT COMMUNITY DAY CARE CENTER,93.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,97.0
XAOR - KINGSBRIDGE MONTESSORI SCHOOL,60.0,100.0,100.0,100.0,82.0,100.0,100.0,100.0,90.0
XAOS - RIVERDALE MONTESSORI SCHOOL,60.0,100.0,90.0,100.0,90.0,95.0,100.0,100.0,100.0
XAOU - MARBLE HILL NURSERY SCHOOL,60.0,84.0,88.0,89.0,95.0,88.0,89.0,87.0,93.0
XAOW - MOSHOLU MONTEFIORE COMMUNITY CENTER - NORTHSIDE ANNEX,92.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0
XAOX - CHILD DEVELOPMENT CENTER OF MOSHOLU MONTEFIORE CC,84.0,92.0,99.0,96.0,97.0,99.0,98.0,91.0,95.0
"XAPA - RIVERDALE NEIGHBORHOOD HOUSE, INC.",64.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0
XAPB - RIVERDALE PRESBYTERIAN CHURCH AND NURSERY SCHOOL,90.0,98.0,91.0,94.0,98.0,90.0,94.0,95.0,95.0
XAPD - RIVERDALE Y EARLY CHILDHOOD PROGRAM,58.0,88.0,94.0,92.0,94.0,97.0,100.0,100.0,100.0
XAPE - SPUYTEN DUYVIL PRESCHOOL,86.0,93.0,96.0,95.0,99.0,94.0,96.0,100.0,100.0
XAPH - ROUND THE CLOCK NURSERY,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
XAPN - 1199 Future of America Learning Center,76.0,98.0,87.0,96.0,98.0,91.0,94.0,100.0,96.0
XAPP - BRONX HOUSE 1,80.0,90.0,90.0,96.0,90.0,96.0,96.0,97.0,87.0
XAPQ - BRONX HOUSE 2,75.0,100.0,98.0,100.0,96.0,100.0,100.0,100.0,100.0
XAPU - NORTH BRONX NCNW CDC,87.0,96.0,95.0,92.0,96.0,94.0,93.0,96.0,96.0
XAPW - United Educare Preschool,,,100.0,100.0,87.0,100.0,100.0,,
XAPX - WILLIAMSBRIDGE NAACP EARLY CHILDHOOD EDUCATION CENTER,79.0,93.0,100.0,100.0,65.0,99.0,100.0,100.0,93.0
XAPY - SUSAN WAGNER DAY CARE,80.0,100.0,96.0,98.0,79.0,97.0,99.0,98.0,100.0
XAQY - SUSAN WAGNER VICTORY,92.0,100.0,99.0,97.0,85.0,97.0,97.0,100.0,100.0
XAQZ - MID BRONX CCRP ECC 1,90.0,97.0,100.0,98.0,87.0,100.0,100.0,100.0,99.0
XARJ - SANTA MARIA SCHOOL,99.0,100.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0
XARK - Sacred Heart Head Start,100.0,100.0,98.0,100.0,100.0,100.0,99.0,100.0,100.0
XARM - TRABAJAMOS COMMUNITY HEAD START,,,100.0,100.0,97.0,100.0,100.0,,
XARQ - LEARNING LADDER DAY CARE CENTER,87.0,100.0,100.0,100.0,93.0,100.0,100.0,100.0,100.0
XARS - 3467 READY SET LEARN,69.0,100.0,100.0,97.0,88.0,100.0,100.0,100.0,100.0
XASB - NEW COVENANT CHRISTIAN SCHOOL,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0
XASO - MIND-BUILDERS CREATIVE ARTS CENTER,92.0,100.0,100.0,100.0,90.0,98.0,100.0,100.0,100.0
XATD - BRONX COMMUNITY COLLEGE EARLY CHILDHOOD CENTER,100.0,98.0,100.0,99.0,93.0,100.0,98.0,100.0,100.0
XATE - SUSAN WAGNER DAY SCHOOL,78.0,98.0,96.0,96.0,90.0,96.0,98.0,98.0,100.0
"XATH - MARC ACADEMY AND FAMILY CENTER, INC.",63.0,100.0,91.0,95.0,94.0,97.0,100.0,100.0,88.0
